ODDS1,ODDS2,ODDS3,win,place,placeodd,rank,Band,PChange,,,,,,,%
1.5,1.4,1.5,2056,696,1.1,3,1,7%,,,,,,,
39,35,24,129,202,3.8,4,0,-31%,,,,,,,
17,27,23,134,230,3.3,5,0,-15%,,,,,,,
75,99,99,24,54,13,6,0,0%,,,,,,,
27,55,54,58,96,7.9,7,0,-2%,,,,,,,
21,24,28,109,139,5.5,8,0,17%,,,,,,,
32,23,26,117,183,4.2,9,0,13%,,,,,,,
39,47,48,65,115,6.6,10,0,2%,,,,,,,
40,99,99,12,21,34,11,0,0%,,,,,,,
68,92,98,32,64,11,12,0,7%,,,,,,,
0,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
150,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
7.4,7.5,8.5,394,367,2.6,1,1,13%,,,,,,,
3.6,3.7,4.2,793,571,1.7,2,1,14%,,,,,,,
5,2.8,4,847,564,1.7,3,1,43%,,,,,,,
19,37,36,91,110,8.9,4,0,-3%,,,,,,,
15,20,9.4,359,324,3,5,0,-53%,,,,,,,
15,25,21,154,179,5.4,6,0,-16%,,,,,,,
11,16,12,280,318,3,7,0,-25%,,,,,,,
22,22,15,213,215,4.5,8,0,-32%,,,,,,,
44,99,99,16,25,38,9,0,0%,,,,,,,
109,99,99,16,21,44,10,0,0%,,,,,,,
11,11,6.7,500,381,2.5,11,0,-39%,,,,,,,
14,16,16,208,256,3.8,12,0,0%,,,,,,,
11,13,16,203,203,4.8,13,0,23%,,,,,,,
124,99,99,8,14,66,14,0,0%,,,,,,,
15,44,27,124,124,5.3,1,1,-39%,,,,,,,
3.8,3,3.9,860,487,1.3,2,1,30%,,,,,,,
3.6,2.9,2.9,1162,513,1.3,3,1,0%,,,,,,,
16,16,14,232,228,2.9,4,0,-13%,,,,,,,
34,77,64,52,69,9.5,5,0,-17%,,,,,,,
20,87,99,27,44,14,6,0,14%,,,,,,,
3.8,3.1,2.9,1155,514,1.3,7,0,-6%,,,,,,,
27,99,99,26,39,16,8,0,0%,,,,,,,
8.3,12,7.9,426,324,2,9,0,-34%,,,,,,,
24,68,99,34,61,10,10,0,46%,,,,,,,
4.3,4.8,5.4,467,319,1.7,1,1,13%,,,,,,,
6.4,5.2,5.9,421,320,1.7,2,1,13%,,,,,,,
4.2,3.8,3.2,769,387,1.4,3,1,-16%,,,,,,,
4.3,3.1,3.2,789,424,1.3,4,0,3%,,,,,,,
9.4,15,11,220,208,2.6,5,0,-27%,,,,,,,
9.2,9.9,9.8,255,187,2.9,6,0,-1%,,,,,,,
17,34,41,60,66,8.3,7,0,21%,,,,,,,
13,26,39,63,76,7.2,8,0,50%,,,,,,,
6.4,3.9,5.5,566,453,2.1,1,1,41%,,,,,,,
6.4,5.6,4.2,747,525,1.8,2,1,-25%,,,,,,,
5.9,4.8,5,625,498,1.9,3,1,4%,,,,,,,
5.2,4.3,4.2,740,611,1.5,4,0,-2%,,,,,,,
11,10,9.3,337,337,2.8,5,0,-7%,,,,,,,
46,99,99,21,29,31,6,0,0%,,,,,,,
19,43,40,76,98,9.6,7,0,-7%,,,,,,,
10,12,11,283,335,2.8,8,0,-8%,,,,,,,
17,30,26,117,137,6.8,9,0,-13%,,,,,,,
28,22,23,133,186,5,10,0,5%,,,,,,,
17,47,50,62,76,12,11,0,6%,,,,,,,
23,46,59,52,84,11,12,0,28%,,,,,,,
24,99,99,17,25,36,13,0,0%,,,,,,,
22,90,99,23,32,29,14,0,10%,,,,,,,
1.7,2.7,2.8,1486,772,1.3,1,1,4%,,,,,,,
18,15,10,401,361,2.8,2,1,-33%,,,,,,,
25,43,26,158,162,6.4,3,1,-40%,,,,,,,
12,4.6,4.1,1002,676,1.5,4,0,-11%,,,,,,,
18,9.3,10,391,311,3.3,5,0,8%,,,,,,,
15,16,19,215,257,4,6,0,19%,,,,,,,
66,93,99,32,49,20,7,0,6%,,,,,,,
12,5.5,6.1,678,487,2.1,8,0,11%,,,,,,,
40,87,99,33,33,30,9,0,14%,,,,,,,
9.9,8.2,9.2,455,381,2.7,10,0,12%,,,,,,,
65,99,99,29,44,23,11,0,0%,,,,,,,
37,52,66,62,80,12,12,0,27%,,,,,,,
43,99,99,34,51,20,13,0,0%,,,,,,,
25,65,50,83,106,9.7,14,0,-23%,,,,,,,
6.8,5.9,3.7,565,383,1.5,1,1,-37%,,,,,,,
17,12,11,188,204,2.8,2,1,-8%,,,,,,,
2.2,2.3,2.4,860,488,1.2,3,1,4%,,,,,,,
12,9.2,8.8,240,228,2.5,4,0,-4%,,,,,,,
9.2,10,13,153,178,3.2,5,0,30%,,,,,,,
6.8,6.9,8.2,258,237,2.4,6,0,19%,,,,,,,
15,15,13,153,169,3.4,7,0,-13%,,,,,,,
21,14,18,115,152,3.8,8,0,29%,,,,,,,
40,50,81,26,37,15,9,0,62%,,,,,,,
87,99,99,16,26,21,10,0,0%,,,,,,,
35,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
24,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
3.9,3.5,3.1,656,521,1.2,1,1,-11%,,,,,,,
3.1,3.8,4.5,458,389,1.6,2,1,18%,,,,,,,
22,22,25,81,115,5.4,3,1,14%,,,,,,,
4.2,2.9,3.2,651,415,1.5,4,0,10%,,,,,,,
49,78,82,25,44,14,5,0,5%,,,,,,,
23,22,26,77,108,5.7,6,0,18%,,,,,,,
34,53,49,42,73,8.5,7,0,-8%,,,,,,,
21,14,20,103,115,5.4,8,0,43%,,,,,,,
65,99,99,11,21,29,9,0,0%,,,,,,,
13,15,10,192,203,3,10,0,-33%,,,,,,,
14,62,85,24,33,18,11,0,37%,,,,,,,
22,18,10,200,228,2.7,12,0,-44%,,,,,,,
0,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
11,10,3.8,710,380,1.8,1,1,-62%,,,,,,,
10,7.6,5,536,406,1.7,2,1,-34%,,,,,,,
26,24,41,64,81,8.6,3,1,71%,,,,,,,
5.3,5.2,9.4,284,253,2.7,4,0,81%,,,,,,,
8.6,6.7,10,252,249,2.8,5,0,49%,,,,,,,
9.8,20,30,88,105,6.6,6,0,50%,,,,,,,
98,99,99,12,25,27,7,0,0%,,,,,,,
3,2.8,3.3,805,514,1.3,8,0,18%,,,,,,,
6.2,6.1,6.4,415,379,1.8,9,0,5%,,,,,,,
21,44,61,44,70,9.9,10,0,39%,,,,,,,
56,67,99,24,24,28,11,0,48%,,,,,,,
99,99,99,23,40,17,12,0,0%,,,,,,,
0,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
17,16,21,88,103,6.3,1,1,31%,,,,,,,
6,5.7,4.7,408,396,1.6,2,1,-18%,,,,,,,
4.6,5,5.2,368,308,2.1,3,1,4%,,,,,,,
12,10,10,192,257,2.5,4,0,0%,,,,,,,
7.5,11,14,130,141,4.6,5,0,27%,,,,,,,
19,20,21,91,93,6.9,6,0,5%,,,,,,,
14,18,10,179,209,3.1,7,0,-44%,,,,,,,
6.4,6.2,6,319,262,2.5,8,0,-3%,,,,,,,
8.6,8,7.8,245,215,3,9,0,-3%,,,,,,,
8.6,5.7,7.2,267,312,2.1,10,0,26%,,,,,,,
82,99,99,9,17,38,11,0,0%,,,,,,,
30,38,54,35,52,12,12,0,42%,,,,,,,
18,14,8.1,289,261,2.4,1,1,-42%,,,,,,,
7.3,8,8.8,266,243,2.5,2,1,10%,,,,,,,
15,29,42,55,63,9.8,3,1,45%,,,,,,,
5.8,6.6,11,213,205,3,4,0,67%,,,,,,,
11,8.6,6.9,341,267,2.3,5,0,-20%,,,,,,,
32,34,31,75,73,8.5,6,0,-9%,,,,,,,
4.2,5.4,6.4,364,357,1.7,7,0,19%,,,,,,,
20,21,24,94,103,6,8,0,14%,,,,,,,
43,75,99,19,31,19,9,0,32%,,,,,,,
52,99,99,9,15,40,10,0,0%,,,,,,,
3.8,2.8,2.3,1008,503,1.2,11,0,-18%,,,,,,,
14,13,19,121,145,4.3,12,0,46%,,,,,,,
11,15,20,124,125,5.3,1,1,33%,,,,,,,
3.2,3.3,3.8,652,437,1.5,2,1,15%,,,,,,,
9.2,8.4,4.7,530,375,1.8,3,1,-44%,,,,,,,
5,4.3,4.6,542,400,1.6,4,0,7%,,,,,,,
14,9.4,8.4,297,237,2.8,5,0,-11%,,,,,,,
31,29,42,59,62,10,6,0,45%,,,,,,,
5.8,5.9,6.6,377,344,1.9,7,0,12%,,,,,,,
23,21,30,82,98,6.8,8,0,43%,,,,,,,
13,13,16,153,145,4.6,9,0,23%,,,,,,,
18,21,14,167,154,4.3,10,0,-33%,,,,,,,
27,76,99,18,23,28,11,0,30%,,,,,,,
42,95,99,15,22,29,12,0,4%,,,,,,,
3,3.2,3.9,694,527,1.4,1,1,22%,,,,,,,
4.6,4.8,2.5,1082,565,1.3,2,1,-48%,,,,,,,
14,8.5,16,166,145,5,3,1,88%,,,,,,,
9.8,10,11,232,253,2.9,4,0,10%,,,,,,,
14,13,20,131,173,4.2,5,0,54%,,,,,,,
9.6,13,17,156,197,3.7,6,0,31%,,,,,,,
6.8,9.1,13,202,196,3.7,7,0,43%,,,,,,,
70,99,99,11,16,44,8,0,0%,,,,,,,
18,11,15,178,180,4,9,0,36%,,,,,,,
17,12,8.4,324,239,3,10,0,-30%,,,,,,,
34,29,22,122,149,4.9,11,0,-24%,,,,,,,
49,78,99,19,28,25,12,0,27%,,,,,,,
9.2,4,4.3,792,583,1.5,1,1,8%,,,,,,,
24,15,10,310,297,2.9,2,1,-33%,,,,,,,
3.4,9,11,284,238,3.7,3,1,22%,,,,,,,
25,43,69,48,68,13,4,0,60%,,,,,,,
17,11,15,220,220,4,5,0,36%,,,,,,,
5.4,5.9,3.8,891,543,1.6,6,0,-36%,,,,,,,
20,24,19,174,147,6,7,0,-21%,,,,,,,
4.3,3.2,4.7,721,517,1.7,8,0,47%,,,,,,,
35,73,99,29,35,24,9,0,36%,,,,,,,
7.6,9.9,6.4,529,425,2.1,10,0,-35%,,,,,,,
66,99,99,29,44,19,11,0,0%,,,,,,,
28,37,39,86,94,9.4,12,0,5%,,,,,,,
8.2,8.2,7.1,514,378,2.5,1,1,-13%,,,,,,,
7.5,14,18,201,261,3.7,2,1,29%,,,,,,,
7.3,4.7,3.8,952,624,1.5,3,1,-19%,,,,,,,
7.6,8.7,7.3,497,401,2.4,4,0,-16%,,,,,,,
38,47,65,55,71,13,5,0,38%,,,,,,,
17,23,16,218,229,4.2,6,0,-30%,,,,,,,
10,8.2,10,332,343,2.8,7,0,22%,,,,,,,
6.3,7.4,9.7,375,326,3,8,0,31%,,,,,,,
5.1,3.2,3.4,1074,675,1.4,9,0,6%,,,,,,,
20,30,37,96,102,9.5,10,0,23%,,,,,,,
19,33,35,101,128,7.6,11,0,6%,,,,,,,
19,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
9.5,7.5,4.3,419,289,1.7,1,1,-43%,,,,,,,
8.4,6.6,6.7,272,210,2.4,2,1,2%,,,,,,,
7.3,6.8,6.3,289,206,2.4,3,1,-7%,,,,,,,
3.1,2.9,3.6,500,330,1.5,4,0,24%,,,,,,,
82,79,30,59,91,5.5,5,0,-62%,,,,,,,
29,55,86,20,29,17,6,0,56%,,,,,,,
4.9,5.5,5.9,308,264,1.9,7,0,7%,,,,,,,
26,29,24,75,95,5.3,8,0,-17%,,,,,,,
23,32,37,48,58,8.7,9,0,16%,,,,,,,
40,57,88,20,27,18,10,0,54%,,,,,,,
67,84,99,13,20,24,11,0,18%,,,,,,,
14,15,23,78,95,5.3,12,0,53%,,,,,,,
17,22,30,59,65,7.7,13,0,36%,,,,,,,
30,36,45,39,53,9.5,14,0,25%,,,,,,,
4,3.8,3.6,529,419,1.6,1,1,-5%,,,,,,,
19,50,73,26,43,15,2,1,46%,,,,,,,
7.8,7.5,9.2,211,241,2.8,3,1,23%,,,,,,,
8.6,10,12,150,207,3.2,4,0,20%,,,,,,,
14,14,18,105,135,4.9,5,0,29%,,,,,,,
38,75,99,19,29,22,6,0,32%,,,,,,,
29,35,30,64,112,5.9,7,0,-14%,,,,,,,
4.9,5.2,6.2,312,345,1.9,8,0,19%,,,,,,,
7.8,4.8,3.5,548,383,1.7,9,0,-27%,,,,,,,
17,14,15,126,180,3.7,10,0,7%,,,,,,,
27,38,31,61,81,8.2,11,0,-18%,,,,,,,
26,40,36,53,77,8.7,12,0,-10%,,,,,,,
18,18,16,114,151,4.4,13,0,-11%,,,,,,,
44,53,77,25,36,18,14,0,45%,,,,,,,
6,5.8,4,605,358,1.9,1,1,-31%,,,,,,,
5.4,6,6.4,381,351,2,2,1,7%,,,,,,,
28,21,27,88,124,5.6,3,1,29%,,,,,,,
14,20,34,72,95,7.4,4,0,70%,,,,,,,
4.4,3.4,3.3,749,507,1.4,5,0,-3%,,,,,,,
20,21,24,100,129,5.4,6,0,14%,,,,,,,
11,12,17,138,165,4.2,7,0,42%,,,,,,,
16,11,7.8,314,246,2.8,8,0,-29%,,,,,,,
5.6,6,7,350,341,2,9,0,17%,,,,,,,
24,62,51,47,70,10,10,0,-18%,,,,,,,
12,14,25,95,108,6.4,11,0,79%,,,,,,,
31,43,71,34,57,12,12,0,65%,,,,,,,
8.6,7.4,8.1,267,288,2.4,1,1,9%,,,,,,,
19,18,17,122,144,4.7,2,1,-6%,,,,,,,
17,12,6.8,317,298,2.3,3,1,-43%,,,,,,,
26,59,75,28,48,14,4,0,27%,,,,,,,
5.8,4.4,5.1,422,354,1.9,5,0,16%,,,,,,,
34,22,11,185,150,4.5,6,0,-50%,,,,,,,
3.3,4.4,5.4,400,366,1.8,7,0,23%,,,,,,,
23,21,28,77,101,6.8,8,0,33%,,,,,,,
36,67,86,25,39,17,9,0,28%,,,,,,,
5.4,4.4,3.7,580,434,1.6,10,0,-16%,,,,,,,
8.6,8.4,12,181,210,3.2,11,0,43%,,,,,,,
81,96,99,14,22,30,12,0,3%,,,,,,,
94,99,99,8,15,44,13,0,0%,,,,,,,
29,97,99,12,20,33,14,0,2%,,,,,,,
3.6,4,4.3,608,544,1.6,1,1,8%,,,,,,,
20,26,23,111,131,6.6,2,1,-12%,,,,,,,
9,7.4,6.1,432,417,2.1,3,1,-18%,,,,,,,
8,10,13,198,213,4.1,4,0,30%,,,,,,,
10,7.2,9.2,284,287,3,5,0,28%,,,,,,,
6.4,5.6,7.9,332,302,2.9,6,0,41%,,,,,,,
7.4,6.7,5.4,488,521,1.6,7,0,-19%,,,,,,,
21,19,12,210,204,4.2,8,0,-37%,,,,,,,
51,99,99,16,29,29,9,0,0%,,,,,,,
92,99,99,8,15,54,10,0,0%,,,,,,,
10,9.1,7.8,334,314,2.7,11,0,-14%,,,,,,,
32,33,23,111,115,7.5,12,0,-30%,,,,,,,
25,42,50,52,70,12,13,0,19%,,,,,,,
45,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
8,6.2,2.8,1088,654,1.3,1,1,-55%,,,,,,,
5.6,4.3,5.1,601,493,1.8,2,1,19%,,,,,,,
6.4,5.9,7.9,386,382,2.3,3,1,34%,,,,,,,
7,5.9,8.7,348,328,2.6,4,0,47%,,,,,,,
7.7,5.1,5,606,493,1.8,5,0,-2%,,,,,,,
9.2,18,17,171,207,4.2,6,0,-6%,,,,,,,
21,78,99,23,33,26,7,0,27%,,,,,,,
62,99,99,12,24,35,8,0,0%,,,,,,,
99,99,99,7,11,73,9,0,0%,,,,,,,
47,99,99,25,42,20,10,0,0%,,,,,,,
19,60,80,37,54,16,11,0,33%,,,,,,,
13,20,20,147,178,4.9,12,0,0%,,,,,,,
81,99,99,9,16,52,13,0,0%,,,,,,,
7,7.7,12,241,265,3.3,14,0,56%,,,,,,,
1.3,1.3,1.4,1744,480,1.1,1,1,8%,,,,,,,
17,14,6.4,389,282,1.9,2,1,-54%,,,,,,,
13,10,11,222,247,2.2,3,1,10%,,,,,,,
20,20,23,108,154,3.5,4,0,15%,,,,,,,
41,43,51,48,75,7.2,5,0,19%,,,,,,,
22,26,10,237,215,2.5,6,0,-62%,,,,,,,
58,99,99,12,27,20,7,0,0%,,,,,,,
64,99,99,8,20,27,8,0,0%,,,,,,,
50,99,99,13,26,20,9,0,0%,,,,,,,
64,86,89,27,47,11,10,0,3%,,,,,,,
14,12,19,128,237,2.3,11,0,58%,,,,,,,
17,18,30,82,172,3.1,12,0,67%,,,,,,,
3.3,3.3,2.2,1314,576,1.2,1,1,-33%,,,,,,,
12,27,34,83,105,6.5,2,1,26%,,,,,,,
10,8.1,9.9,291,253,2.7,3,1,22%,,,,,,,
3.2,2.3,2.8,1019,552,1.2,4,0,22%,,,,,,,
25,35,42,67,85,8.1,5,0,20%,,,,,,,
26,65,99,29,38,17,6,0,52%,,,,,,,
15,21,25,113,147,4.7,7,0,19%,,,,,,,
12,8.5,10,266,309,2.2,8,0,18%,,,,,,,
28,34,19,148,173,4,9,0,-44%,,,,,,,
68,76,99,21,29,23,10,0,30%,,,,,,,
16,44,58,49,92,7.5,11,0,32%,,,,,,,
39,99,99,17,29,23,12,0,0%,,,,,,,
85,99,99,8,11,59,13,0,0%,,,,,,,
22,36,36,80,115,6,14,0,0%,,,,,,,
5.1,3.6,3.1,1002,605,1.3,1,1,-14%,,,,,,,
11,16,10,298,265,3,2,1,-38%,,,,,,,
3.9,3.2,3,1023,604,1.3,3,1,-6%,,,,,,,
12,17,17,172,214,3.7,4,0,0%,,,,,,,
4,3.5,5.3,584,420,1.9,5,0,51%,,,,,,,
20,29,16,188,201,4,6,0,-45%,,,,,,,
9.8,12,16,183,213,3.7,7,0,33%,,,,,,,
21,31,30,100,119,6.7,8,0,-3%,,,,,,,
48,99,99,15,34,23,9,0,0%,,,,,,,
56,99,99,12,23,33,10,0,0%,,,,,,,
12,18,21,140,167,4.8,11,0,17%,,,,,,,
37,84,99,23,45,17,12,0,18%,,,,,,,
9.2,5.7,4.4,757,513,1.6,1,1,-23%,,,,,,,
11,18,19,168,181,4.6,2,1,6%,,,,,,,
4.9,5.3,5.3,625,479,1.7,3,1,0%,,,,,,,
26,27,32,102,137,6.1,4,0,19%,,,,,,,
7.8,8.4,9.2,361,332,2.5,5,0,10%,,,,,,,
57,99,99,16,26,32,6,0,0%,,,,,,,
52,99,99,20,35,24,7,0,0%,,,,,,,
8.3,8.8,9.4,354,326,2.6,8,0,7%,,,,,,,
15,20,30,111,153,5.5,9,0,50%,,,,,,,
63,99,99,10,18,46,10,0,0%,,,,,,,
36,51,50,66,84,10,11,0,-2%,,,,,,,
13,18,27,123,147,5.7,12,0,50%,,,,,,,
3.3,2.6,2.5,1328,633,1.3,13,0,-4%,,,,,,,
76,99,99,6,11,72,14,0,0%,,,,,,,
3.6,2.6,2.8,647,376,1.4,1,1,8%,,,,,,,
16,17,23,76,88,5.9,2,1,35%,,,,,,,
12,15,18,97,113,4.6,3,1,20%,,,,,,,
9.8,32,39,46,62,8.3,4,0,22%,,,,,,,
12,9.9,12,143,147,3.5,5,0,21%,,,,,,,
5.6,4.9,3.3,542,359,1.4,6,0,-33%,,,,,,,
16,11,14,129,153,3.4,7,0,27%,,,,,,,
9.4,9.4,7.2,252,263,2,8,0,-23%,,,,,,,
13,13,17,104,129,4,9,0,31%,,,,,,,
6.2,13,14,128,141,3.7,10,0,8%,,,,,,,
42,46,57,31,41,12,11,0,24%,,,,,,,
108,99,99,8,17,29,12,0,0%,,,,,,,
5.1,7.3,4.4,409,311,1.7,1,1,-40%,,,,,,,
5.5,6.1,5.1,354,352,1.5,2,1,-16%,,,,,,,
3.2,3.5,4,452,350,1.5,3,1,14%,,,,,,,
10,9.7,11,153,144,3.7,4,0,13%,,,,,,,
5.8,3,3.3,550,373,1.4,5,0,10%,,,,,,,
12,17,21,87,134,4,6,0,24%,,,,,,,
40,51,57,31,43,12,7,0,12%,,,,,,,
20,33,39,46,68,7.9,8,0,18%,,,,,,,
35,41,50,36,50,10,9,0,22%,,,,,,,
65,59,72,25,35,15,10,0,22%,,,,,,,
57,38,49,36,64,8.4,11,0,29%,,,,,,,
27,50,54,33,45,12,12,0,8%,,,,,,,
20,43,47,42,50,11,1,1,9%,,,,,,,
5.5,5.8,6,335,265,2.1,2,1,3%,,,,,,,
8.2,4.2,3.8,519,364,1.5,3,1,-10%,,,,,,,
17,24,15,126,114,5,4,0,-38%,,,,,,,
4.8,7.6,6.4,310,273,2.1,5,0,-16%,,,,,,,
10,9,13,151,155,3.7,6,0,44%,,,,,,,
9.4,11,9.8,204,174,3.2,7,0,-11%,,,,,,,
6,5.2,5,398,317,1.8,8,0,-4%,,,,,,,
17,13,16,118,111,5.1,9,0,23%,,,,,,,
7.8,8.4,10,185,190,3,10,0,19%,,,,,,,
58,99,99,17,26,21,11,0,0%,,,,,,,
39,71,89,22,34,16,12,0,25%,,,,,,,
12,12,7.4,309,245,2.4,1,1,-38%,,,,,,,
24,18,16,136,152,3.8,2,1,-11%,,,,,,,
19,25,35,63,88,6.6,3,1,40%,,,,,,,
3.4,2.7,3.5,656,371,1.5,4,0,30%,,,,,,,
49,67,84,27,40,14,5,0,25%,,,,,,,
4.9,3.9,3.9,591,449,1.3,6,0,0%,,,,,,,
49,99,99,13,15,37,7,0,0%,,,,,,,
7.3,5.1,4.3,529,314,1.8,8,0,-16%,,,,,,,
62,77,99,21,29,19,9,0,29%,,,,,,,
8,40,67,34,45,12,10,0,68%,,,,,,,
5.2,7,6.3,363,323,1.8,11,0,-10%,,,,,,,
29,50,57,39,49,11,12,0,14%,,,,,,,
3.1,3,3.4,662,418,1.5,1,1,13%,,,,,,,
8.2,5.7,5.3,418,348,1.8,2,1,-7%,,,,,,,
14,17,11,191,209,2.9,3,1,-35%,,,,,,,
10,20,30,73,93,6.6,4,0,50%,,,,,,,
4.1,4,3.5,638,394,1.5,5,0,-13%,,,,,,,
59,99,99,13,23,26,6,0,0%,,,,,,,
35,43,65,34,45,13,7,0,51%,,,,,,,
24,16,22,100,111,5.5,8,0,38%,,,,,,,
11,14,18,121,167,3.7,9,0,29%,,,,,,,
49,99,99,13,19,32,10,0,0%,,,,,,,
7.9,8.8,10,216,199,3.1,11,0,14%,,,,,,,
26,13,9.6,232,223,2.7,12,0,-26%,,,,,,,
10,14,15,190,209,3.4,1,1,7%,,,,,,,
13,13,18,157,220,3.2,2,1,38%,,,,,,,
14,7.4,3.9,738,438,1.6,3,1,-47%,,,,,,,
2.4,1.9,2,1431,660,1.1,4,0,5%,,,,,,,
13,17,18,155,162,4.3,5,0,6%,,,,,,,
56,47,56,51,77,9.2,6,0,19%,,,,,,,
11,19,20,142,161,4.4,7,0,5%,,,,,,,
4.6,5.7,6.3,465,372,1.9,8,0,11%,,,,,,,
50,65,93,31,47,14,9,0,43%,,,,,,,
18,18,30,96,119,5.9,10,0,67%,,,,,,,
14,29,39,74,88,8,11,0,34%,,,,,,,
63,96,99,17,23,29,12,0,3%,,,,,,,
0,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
5.9,5.1,5.8,433,323,2,1,1,14%,,,,,,,
4,4.3,5.6,455,331,2,2,1,30%,,,,,,,
20,18,35,72,90,7.3,3,1,94%,,,,,,,
11,13,13,184,211,3.1,4,0,0%,,,,,,,
10,6.2,5.7,442,296,2.2,5,0,-8%,,,,,,,
26,54,81,31,37,17,6,0,50%,,,,,,,
22,31,41,61,95,6.9,7,0,32%,,,,,,,
7,4.9,3.7,680,389,1.7,8,0,-24%,,,,,,,
13,11,6.8,374,316,2.1,9,0,-38%,,,,,,,
6.2,7.5,8.2,309,264,2.5,10,0,9%,,,,,,,
75,99,99,11,18,35,11,0,0%,,,,,,,
12,59,97,26,30,21,12,0,64%,,,,,,,
1.6,1.4,1.3,1995,506,1.1,1,1,-7%,,,,,,,
65,99,99,11,22,25,2,1,0%,,,,,,,
10,17,10,253,275,2.1,3,1,-41%,,,,,,,
17,41,58,43,81,7,4,0,41%,,,,,,,
16,13,16,158,309,1.8,5,0,23%,,,,,,,
11,7.2,9.3,274,301,1.9,6,0,29%,,,,,,,
36,87,99,21,42,13,7,0,14%,,,,,,,
21,18,25,99,180,3.2,8,0,39%,,,,,,,
19,28,42,60,101,5.6,9,0,50%,,,,,,,
12,14,19,133,210,2.7,10,0,36%,,,,,,,
38,46,72,35,56,10,11,0,57%,,,,,,,
18,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
0,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
3,3.5,3.4,1098,573,1.5,1,1,-3%,,,,,,,
18,16,15,240,243,3.6,2,1,-6%,,,,,,,
6.8,4.3,4.2,878,564,1.5,3,1,-2%,,,,,,,
17,17,20,186,231,3.7,4,0,18%,,,,,,,
7.4,8,7.5,494,352,2.4,5,0,-6%,,,,,,,
20,19,23,159,159,5.4,6,0,21%,,,,,,,
38,61,62,59,93,9.3,7,0,2%,,,,,,,
35,41,58,63,78,11,8,0,41%,,,,,,,
28,39,46,79,96,9,9,0,18%,,,,,,,
13,11,15,236,206,4.2,10,0,36%,,,,,,,
5,4.6,3.8,972,496,1.7,11,0,-17%,,,,,,,
14,43,62,59,73,11,12,0,44%,,,,,,,
6.5,4.7,4.5,300,222,1.7,1,1,-4%,,,,,,,
9.6,8.1,7.6,177,175,2.1,2,1,-6%,,,,,,,
3.4,3.1,2.9,457,309,1.2,3,1,-6%,,,,,,,
5.8,5.4,4.8,278,214,1.7,4,0,-11%,,,,,,,
2.9,4,4.7,289,246,1.5,5,0,18%,,,,,,,
13,14,14,91,118,3.1,6,0,0%,,,,,,,
33,42,63,21,27,13,7,0,50%,,,,,,,
38,67,94,14,21,17,8,0,40%,,,,,,,
52,72,99,12,20,18,9,0,38%,,,,,,,
0,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
4.6,2.8,2.2,832,417,1.1,1,1,-21%,,,,,,,
7.9,9.7,16,113,131,3.6,2,1,65%,,,,,,,
18,29,20,91,63,7.4,3,1,-31%,,,,,,,
3.2,4,4.5,411,312,1.5,4,0,13%,,,,,,,
8.4,7.5,6.2,298,214,2.2,5,0,-17%,,,,,,,
8.4,9.6,16,116,129,3.6,6,0,67%,,,,,,,
17,17,20,91,99,4.7,7,0,18%,,,,,,,
18,25,35,52,62,7.5,8,0,40%,,,,,,,
147,99,99,5,8,54,9,0,0%,,,,,,,
29,33,52,35,47,10,10,0,58%,,,,,,,
45,63,70,26,36,13,11,0,11%,,,,,,,
45,59,81,23,34,13,12,0,37%,,,,,,,
39,46,77,23,26,18,13,0,67%,,,,,,,
20,18,13,143,142,3.3,14,0,-28%,,,,,,,
3.4,3.3,3.8,515,315,1.6,1,1,15%,,,,,,,
28,35,43,45,63,8.2,2,1,23%,,,,,,,
11,13,12,159,157,3.3,3,1,-8%,,,,,,,
5.3,4.3,3,651,427,1.2,4,0,-30%,,,,,,,
8.5,11,13,150,162,3.2,5,0,18%,,,,,,,
28,49,68,28,36,14,6,0,39%,,,,,,,
7.8,11,12,162,164,3.1,7,0,9%,,,,,,,
26,39,59,32,45,11,8,0,51%,,,,,,,
22,25,36,54,61,8.4,9,0,44%,,,,,,,
7.4,4.1,4.7,412,284,1.8,10,0,15%,,,,,,,
68,99,99,7,13,37,11,0,0%,,,,,,,
15,18,14,135,127,4.1,12,0,-22%,,,,,,,
53,99,99,12,18,28,13,0,0%,,,,,,,
69,99,99,10,18,27,14,0,0%,,,,,,,
7,4.1,2.8,798,402,1.3,1,1,-32%,,,,,,,
2.2,2.8,3.6,611,335,1.6,2,1,29%,,,,,,,
12,16,12,178,189,2.8,3,1,-25%,,,,,,,
5.6,4.2,3.6,616,360,1.5,4,0,-14%,,,,,,,
25,19,14,158,152,3.5,5,0,-26%,,,,,,,
17,15,20,110,182,2.9,6,0,33%,,,,,,,
